AIDC,node,AIDC_fixed_PF_dVpu_per_kW,nearby_MESS_extra_load_proxy_dVpu_dP,nearby_MESS_extra_load_proxy_dVpu_dQ,AIDC_pure_dV_dP,AIDC_pure_dV_dQ
AIDC01,idc_idc03_pcc.1,-6.425781933266407e-09,-5.891813613075455e-09,1.0574189453348739e-08,,
AIDC01,idc_idc03_pcc.2,3.2859505825903433e-09,1.780976067771013e-09,-1.4074413560800795e-08,,
AIDC01,idc_idc03_pcc.3,-8.625255467715197e-09,-3.3588891607316948e-09,2.679744794505515e-09,,
AIDC01,idc_idc04_pcc.1,-6.646759557692725e-09,-6.243669306092479e-09,1.174787274756786e-08,,
AIDC01,idc_idc04_pcc.2,3.814068643687065e-09,1.941882413520675e-09,-1.4675565030824598e-08,,
AIDC01,idc_idc04_pcc.3,-9.156813542701016e-09,-3.6248819183808025e-09,3.569817080951014e-09,,
AIDC01,idc_idc05_pcc.1,-9.244685198389969e-09,-1.061707394097114e-08,2.5054742242764032e-08,,
AIDC01,idc_idc05_pcc.2,7.61967207433031e-09,2.641246850435395e-09,-1.6522897668854963e-08,,
AIDC01,idc_idc05_pcc.3,-1.3041237371744108e-08,-5.245256341252138e-09,8.682702943778447e-09,,
AIDC01,idc_idc06_pcc.1,-6.655273982806369e-09,-6.229723544119119e-09,1.1701109595070358e-08,,
AIDC01,idc_idc06_pcc.2,3.75535970524898e-09,1.917885823213878e-09,-1.458569035469965e-08,,
AIDC01,idc_idc06_pcc.3,-9.057117205720696e-09,-3.5836153083303753e-09,3.431018706625542e-09,,
AIDC01,idc_idc07_pcc.1,-6.173538447495307e-09,-5.628254581371136e-09,9.736582185957156e-09,,
AIDC01,idc_idc07_pcc.2,3.095614729497294e-09,1.801640267218518e-09,-1.411588680420357e-08,,
AIDC01,idc_idc07_pcc.3,-8.682611933877992e-09,-3.50189632667917e-09,3.1180021887867488e-09,,
AIDC01,idc_idc08_pcc.1,-6.275814605537546e-09,-5.704871639700931e-09,9.96171368770299e-09,,
AIDC01,idc_idc08_pcc.2,3.095023332712331e-09,1.7742905733980494e-09,-1.4019818460490642e-08,,
AIDC01,idc_idc08_pcc.3,-8.48831664153717e-09,-3.333726281220794e-09,2.5811436488866657e-09,,
AIDC01,idc_idc09_pcc.1,-6.04752092274036e-09,-5.306899044719656e-09,8.587862672928418e-09,,
AIDC01,idc_idc09_pcc.2,2.5228980598941396e-09,1.5582181042770979e-09,-1.3233634863263197e-08,,
AIDC01,idc_idc09_pcc.3,-7.627823373044952e-09,-2.730677746445705e-09,6.195262865558645e-10,,
AIDC01,idc_idc10_pcc.1,-1.0190325726076566e-08,-1.2267230326787394e-08,2.9756006876930273e-08,,
AIDC01,idc_idc10_pcc.2,9.37063900396317e-09,2.770818638358942e-09,-1.7046731150224563e-08,,
AIDC01,idc_idc10_pcc.3,-1.5509408314239818e-08,-6.336402354018278e-09,1.198882474052692e-08,,
AIDC01,idc_idc11_pcc.1,-1.0126606008723843e-08,-1.2122208880284064e-08,2.935644892472403e-08,,
AIDC01,idc_idc11_pcc.2,9.147754243731305e-09,2.7208040367196144e-09,-1.688507744717144e-08,,
AIDC01,idc_idc11_pcc.3,-1.512918799270098e-08,-6.12086696053958e-09,1.1286349019889622e-08,,
AIDC01,idc_idc12_pcc.1,-1.0466131515388363e-08,-1.2430919209573523e-08,3.0320578716828725e-08,,
AIDC01,idc_idc12_pcc.2,9.04113901930348e-09,3.0073385028005296e-09,-1.780722702612016e-08,,
AIDC01,idc_idc12_pcc.3,-1.4686393551593e-08,-5.99012316016519e-09,1.0850349022704592e-08,,
AIDC01,mess_idc01_pcc.1,-2.6994751828965494e-09,-1.3088076655917876e-05,-7.526390583670839e-05,,
AIDC01,mess_idc01_pcc.2,-2.6969515587102164e-09,-1.3088034468291417e-05,-7.526367673631159e-05,,
AIDC01,mess_idc01_pcc.3,-2.6986650441623373e-09,-1.3088045170239062e-05,-7.526373505124513e-05,,
AIDC01,mess_idc02_pcc.1,-6.6190731022252736e-09,-6.225656386687405e-09,1.1688915817451272e-08,,
AIDC01,mess_idc02_pcc.2,3.821112628826343e-09,1.9703174322370577e-09,-1.4766648046586004e-08,,
AIDC01,mess_idc02_pcc.3,-9.169267939035196e-09,-3.6150558746952634e-09,3.5439485449962074e-09,,
AIDC01,mess_idc03_pcc.1,-6.316214113465828e-09,-5.77153948721731e-09,1.018163813675047e-08,,
AIDC01,mess_idc03_pcc.2,3.2070115446890655e-09,1.8029572798244731e-09,-1.4129141202548334e-08,,
AIDC01,mess_idc03_pcc.3,-8.545553832546623e-09,-3.2897853601088562e-09,2.4618760602148234e-09,,
AIDC01,mess_idc04_pcc.1,-6.586864224335214e-09,-6.1791638837619e-09,1.153582495684121e-08,,
AIDC01,mess_idc04_pcc.2,3.7701702277239315e-09,1.9537661665423988e-09,-1.4704205751708819e-08,,
AIDC01,mess_idc04_pcc.3,-9.112702813601336e-09,-3.5876203452219887e-09,3.4522010016421e-09,,
AIDC01,mess_idc05_pcc.1,-9.106666404545632e-09,-1.0452338389817394e-08,2.4533972824458147e-08,,
AIDC01,mess_idc05_pcc.2,7.523933884674936e-09,2.685859816195894e-09,-1.666228786147596e-08,,
AIDC01,mess_idc05_pcc.3,-1.2946748532004645e-08,-5.164457737899515e-09,8.423759664821307e-09,,
AIDC01,mess_idc06_pcc.1,-6.549999217588322e-09,-6.116247568915476e-09,1.1328359683755158e-08,,
AIDC01,mess_idc06_pcc.2,3.6789123130283506e-09,1.9387299169583796e-09,-1.4636232447924629e-08,,
AIDC01,mess_idc06_pcc.3,-8.980589850600621e-09,-3.51842968130787e-09,3.225331625882687e-09,,
AIDC01,mess_idc07_pcc.1,-6.1359073911409144e-09,-5.586784594187049e-09,9.601307289939111e-09,,
AIDC01,mess_idc07_pcc.2,3.0678101873727265e-09,1.8086731180610996e-09,-1.4132944795519529e-08,,
AIDC01,mess_idc07_pcc.3,-8.653170348842351e-09,-3.4754183062743025e-09,3.0345813980912337e-09,,
AIDC01,mess_idc08_pcc.1,-6.188760452655156e-09,-5.608564438285477e-09,9.648162963096216e-09,,
AIDC01,mess_idc08_pcc.2,3.031623979144569e-09,1.7909029849317012e-09,-1.4060796211772031e-08,,
AIDC01,mess_idc08_pcc.3,-8.42362739486777e-09,-3.276376564599406e-09,2.4004367932006166e-09,,
AIDC01,mess_idc09_pcc.1,-5.885500470046805e-09,-5.120123012278911e-09,7.988730037379793e-09,,
AIDC01,mess_idc09_pcc.2,2.406412281102932e-09,1.591877015462815e-09,-1.332211553876576e-08,,
AIDC01,mess_idc09_pcc.3,-7.516871554683338e-09,-2.6323039235173992e-09,3.1085542994678697e-10,,
AIDC01,mess_idc10_pcc.1,-1.0129157295813207e-08,-1.2192153634960084e-08,2.95202907373913e-08,,
AIDC01,mess_idc10_pcc.2,9.323031256473684e-09,2.7952452550609677e-09,-1.712882063696837e-08,,
AIDC01,mess_idc10_pcc.3,-1.54588885769981e-08,-6.2956192934771755e-09,1.185307786995671e-08,,
AIDC01,mess_idc11_pcc.1,-1.007817301219655e-08,-1.2062566019090982e-08,2.9168720933609927e-08,,
AIDC01,mess_idc11_pcc.2,9.110557771912638e-09,2.7399876635673885e-09,-1.6948672064371943e-08,,
AIDC01,mess_idc11_pcc.3,-1.509023928850881e-08,-6.089680644526876e-09,1.118436902948115e-08,,
AIDC01,mess_idc12_pcc.1,-1.0386220639368583e-08,-1.2330904599221189e-08,3.001368205431518e-08,,
AIDC01,mess_idc12_pcc.2,8.981890677893473e-09,3.035008550892016e-09,-1.7890077218179284e-08,,
AIDC01,mess_idc12_pcc.3,-1.4626651206251904e-08,-5.9408373708795585e-09,1.0695516733872732e-08,,
AIDC01,mess_sta01_pcc.1,-6.169434234118909e-09,-5.6109527105513906e-09,9.674097008634992e-09,,
AIDC01,mess_sta01_pcc.2,3.059594736094471e-09,1.813198981743766e-09,-1.4143078446919565e-08,,
AIDC01,mess_sta01_pcc.3,-8.577795479620358e-09,-3.4136685508152694e-09,2.838087284949133e-09,,
AIDC01,mess_sta02_pcc.1,-7.2357601616656114e-09,-7.411723289135319e-09,1.5117589840258733e-08,,
AIDC01,mess_sta02_pcc.2,4.734654596315742e-09,2.3036894507984987e-09,-1.5528898555901344e-08,,
AIDC01,mess_sta02_pcc.3,-9.599841527038596e-09,-3.6376441482191843e-09,3.5345569937137645e-09,,
AIDC01,mess_sta03_pcc.1,-1.0428951270530347e-08,-1.2631122154232952e-08,3.1009141267573e-08,,
AIDC01,mess_sta03_pcc.2,9.753116707656766e-09,2.7311079636900305e-09,-1.6887372081777696e-08,,
AIDC01,mess_sta03_pcc.3,-1.5504173988304037e-08,-6.062771128890945e-09,1.1054822255060723e-08,,
AIDC01,mess_sta04_pcc.1,-9.206908447097474e-09,-1.0533068253636753e-08,2.479787247377611e-08,,
AIDC01,mess_sta04_pcc.2,7.79150321655228e-09,2.6603620539928744e-09,-1.6568880188839453e-08,,
AIDC01,mess_sta04_pcc.3,-1.3369850322039237e-08,-5.506949515374972e-09,9.523550651047622e-09,,
AIDC01,mess_sta05_pcc.1,-9.175685516002265e-09,-1.0511520938555326e-08,2.4723773144420213e-08,,
AIDC01,mess_sta05_pcc.2,7.589589304297556e-09,2.6801179833694492e-09,-1.6640186605435538e-08,,
AIDC01,mess_sta05_pcc.3,-1.3042728782685243e-08,-5.2497430355808885e-09,8.700555565069721e-09,,
AIDC01,mess_sta06_pcc.1,-1.0059867959231798e-08,-1.1857077206575287e-08,2.857024483129795e-08,,
AIDC01,mess_sta06_pcc.2,8.656896433109511e-09,2.885180608675165e-09,-1.7427987587980713e-08,,
AIDC01,mess_sta06_pcc.3,-1.4342876046717298e-08,-5.807254700167718e-09,1.0275641391828723e-08,,
AIDC01,mess_sta07_pcc.1,-1.0054511531786335e-08,-1.1869504113424123e-08,2.8606185673643683e-08,,
AIDC01,mess_sta07_pcc.2,8.74746602511449e-09,2.843215274729525e-09,-1.72962557516914e-08,,
AIDC01,mess_sta07_pcc.3,-1.4387971323528162e-08,-5.7741429774690545e-09,1.0177840721024488e-08,,
AIDC01,mess_sta08_pcc.1,-9.889843711130358e-09,-1.158336107559927e-08,2.772811016911053e-08,,
AIDC01,mess_sta08_pcc.2,8.384988856093108e-09,2.842375632573148e-09,-1.7293994836251982e-08,,
AIDC01,mess_sta08_pcc.3,-1.4093087619359938e-08,-5.724240564272248e-09,1.0008288087689222e-08,,
AIDC01,mess_sta09_pcc.1,-1.0113426084054978e-08,-1.2158943404843801e-08,2.9430986269855528e-08,,
AIDC01,mess_sta09_pcc.2,9.281569359470428e-09,2.7714993315118334e-09,-1.705057850436582e-08,,
AIDC01,mess_sta09_pcc.3,-1.5367572028602352e-08,-6.234277051087547e-09,1.165327729799796e-08,,
AIDC01,mess_sta10_pcc.1,-1.0395577053476871e-08,-1.2570217756416564e-08,3.0814389784037375e-08,,
AIDC01,mess_sta10_pcc.2,9.659592616708376e-09,2.7455705407672754e-09,-1.6938156966097966e-08,,
AIDC01,mess_sta10_pcc.3,-1.5454445876741007e-08,-6.0748850252123165e-09,1.1096200951062999e-08,,
AIDC01,mess_sta11_pcc.1,-1.0353394082675923e-08,-1.2476810769354498e-08,3.051591885531637e-08,,
AIDC01,mess_sta11_pcc.2,9.528798914872917e-09,2.744945046610023e-09,-1.694175675038065e-08,,
AIDC01,mess_sta11_pcc.3,-1.529963895201735e-08,-6.018771753985956e-09,1.092595781006821e-08,,
AIDC01,mess_sta12_pcc.1,-1.0195595851157939e-08,-1.2283044800494126e-08,2.978168027669943e-08,,
AIDC01,mess_sta12_pcc.2,9.418957114266982e-09,2.853065808574697e-09,-1.732771134320203e-08,,
AIDC01,mess_sta12_pcc.3,-1.557907183717558e-08,-6.354946228381879e-09,1.2032060687650922e-08,,
AIDC02,1.1,-2.95176847623568e-06,-2.0316267167963466e-06,-2.766629409927017e-06,,
AIDC02,1.2,-1.950896628776619e-06,-1.1096149907202936e-06,-2.5329059361906534e-06,,
AIDC02,1.3,-2.3269484953273104e-06,-1.359612053007998e-06,-2.9112312133035243e-06,,
AIDC02,10.1,-6.572599663684959e-06,-4.491301510334362e-06,-6.258145122932502e-06,,
AIDC02,100.1,-9.268280921015792e-06,-6.318782793466214e-06,-8.870453969233783e-06,,
AIDC02,100.2,-5.969892707453487e-06,-3.344627615597773e-06,-7.904504999684054e-06,,
AIDC02,100.3,-7.149767023089813e-06,-4.124834955988807e-06,-9.10476751475874e-06,,
AIDC02,101.1,-9.262036852245136e-06,-6.315044620566846e-06,-8.862914030396241e-06,,
AIDC02,101.2,-5.9715893812271565e-06,-3.3457987542462203e-06,-7.906071859596353e-06,,
AIDC02,101.3,-7.160358451277938e-06,-4.130843961761771e-06,-9.118609183924877e-06,,
AIDC02,102.3,-7.165744809725709e-06,-4.133933494506892e-06,-9.125587331828495e-06,,
AIDC02,103.3,-7.171957698223336e-06,-4.137497215523032e-06,-9.133636077665007e-06,,
AIDC02,104.3,-7.178630238772165e-06,-4.141324791240296e-06,-9.14227991986107e-06,,
AIDC02,105.1,-9.263451833528142e-06,-6.3161670884746855e-06,-8.863848766884265e-06,,
AIDC02,105.2,-5.973770539348445e-06,-3.347111490767904e-06,-7.908687510783228e-06,,
AIDC02,105.3,-7.159263906609957e-06,-4.1300357531083015e-06,-9.117741086081663e-06,,
AIDC02,106.2,-5.977958101034323e-06,-3.349583477821377e-06,-7.913895214091672e-06,,
AIDC02,107.2,-5.983298434796761e-06,-3.3527363417733467e-06,-7.920535490350877e-06,,
AIDC02,108.1,-9.264587612020814e-06,-6.316967267670484e-06,-8.864916557495311e-06,,
AIDC02,108.2,-5.9735007363173e-06,-3.3469815451351875e-06,-7.908239807721925e-06,,
AIDC02,108.3,-7.1598359417353325e-06,-4.130202593295419e-06,-9.118973318097423e-06,,
AIDC02,109.1,-9.26719711159275e-06,-6.318739079169185e-06,-8.867601514809633e-06,,
AIDC02,11.1,-6.570153299780879e-06,-4.489628504308003e-06,-6.25581291651146e-06,,
AIDC02,110.1,-9.265406727321495e-06,-6.317515639286983e-06,-8.865957792892765e-06,,
AIDC02,111.1,-9.268770381472699e-06,-6.31980705270697e-06,-8.869229488661894e-06,,
AIDC02,112.1,-9.263928679243641e-06,-6.316507177101081e-06,-8.864560868648563e-06,,
AIDC02,113.1,-9.258291874379851e-06,-6.312661935047495e-06,-8.859215410751392e-06,,
AIDC02,114.1,-9.260192536858482e-06,-6.313956735509057e-06,-8.861064079586838e-06,,
AIDC02,12.2,-4.3569572714031035e-06,-2.4621958524068343e-06,-5.7047707199989815e-06,,
AIDC02,13.1,-8.722369169760232e-06,-5.933532896545138e-06,-8.385657713507362e-06,,
AIDC02,13.2,-5.782896219079843e-06,-3.2541593183926465e-06,-7.613610351807055e-06,,
AIDC02,13.3,-6.889559776545191e-06,-3.9790419623058914e-06,-8.75943643055264e-06,,
AIDC02,135.1,-1.2846667876629313e-05,-8.282243063852614e-06,-1.372612336970857e-05,,
AIDC02,135.2,-1.0189125467842728e-05,-5.687761108031133e-06,-1.3552711055933312e-05,,
AIDC02,135.3,-1.2562427860014441e-05,-7.758269298360969e-06,-1.4456195619923374e-05,,
AIDC02,14.1,-6.572696385520581e-06,-4.491366288838521e-06,-6.258234331710558e-06,,
AIDC02,149.1,-3.4436460726954295e-09,-7.589235634280438e-10,-8.082473618604355e-09,,
AIDC02,149.2,-3.14587444184035e-09,-4.953570010184975e-10,-7.983342606502463e-09,,
AIDC02,149.3,-3.2517780918126775e-09,-5.661253650769404e-10,-8.087013954145075e-09,,
AIDC02,15.3,-6.891355880168838e-06,-3.980074506226607e-06,-8.761772895228903e-06,,
AIDC02,150.1,-2.4538224688686355e-09,-4.956429471834879e-10,-5.895273717061915e-09,,
AIDC02,150.2,-2.237636171983539e-09,-3.0464061457434986e-10,-5.822260560974678e-09,,
AIDC02,150.3,-2.313958842789366e-09,-3.553925611410695e-10,-5.897708644554844e-09,,
AIDC02,150r.1,-3.3857846466186198e-09,-7.005981499573109e-10,-8.083960355015742e-09,,
AIDC02,150r.2,-3.0889851978473607e-09,-4.3824779922108986e-10,-7.984096143488162e-09,,
AIDC02,150r.3,-3.1939718630094157e-09,-5.081496348094065e-10,-8.0876163177674e-09,,
AIDC02,151.1,-2.9638073225379326e-05,-1.8841271402839596e-05,-3.24671070547987e-05,,
AIDC02,151.2,-2.4575495505484626e-05,-1.4631971501302298e-05,-2.9934881299796997e-05,,
AIDC02,151.3,-2.524330088895215e-05,-1.439627181543972e-05,-3.2642182961866174e-05,,
AIDC02,152.1,-8.722369452488666e-06,-5.933533091500167e-06,-8.385657985090514e-06,,
AIDC02,152.2,-5.782896433945699e-06,-3.25415944553293e-06,-7.613610619094976e-06,,
AIDC02,152.3,-6.889559887596624e-06,-3.97904202460459e-06,-8.75943658118944e-06,,
AIDC02,16.3,-6.894749484405906e-06,-3.982029687746251e-06,-8.766140412625495e-06,,
AIDC02,160.1,-8.897363916320394e-06,-6.064041417946915e-06,-8.52081070515973e-06,,
AIDC02,160.2,-5.841856318339439e-06,-3.2748557963050372e-06,-7.729000395405041e-06,,
AIDC02,160.3,-6.969162239350079e-06,-4.0215643776658005e-06,-8.871854442892452e-06,,
AIDC02,160r.1,-9.231164767969915e-06,-6.2915437884631354e-06,-8.840488674107124e-06,,
AIDC02,160r.2,-5.951490273437126e-06,-3.3363159826595345e-06,-7.874047425093854e-06,,
AIDC02,160r.3,-7.143500963227221e-06,-4.122167056054946e-06,-9.093789835437006e-06,,
AIDC02,17.3,-6.892941100353441e-06,-3.9809878045263224e-06,-8.763813047119699e-06,,
AIDC02,18.1,-1.2846609244923512e-05,-8.282184477297753e-06,-1.372612333427323e-05,,
AIDC02,18.2,-1.018906822709366e-05,-5.687703891664096e-06,-1.3552711077633736e-05,,
AIDC02,18.3,-1.2562369770160574e-05,-7.758211253708082e-06,-1.4456195582746308e-05,,
AIDC02,19.1,-1.2851356741843668e-05,-8.285220931364731e-06,-1.3731362717014155e-05,,
AIDC02,197.1,-9.262271402973333e-06,-6.314912303099732e-06,-8.863987960999954e-06,,
AIDC02,197.2,-5.9691638758134e-06,-3.3445016498732824e-06,-7.902665486551682e-06,,
AIDC02,197.3,-7.158546019452094e-06,-4.1299690656138585e-06,-9.11575982782555e-06,,
AIDC02,2.2,-1.9511432786088006e-06,-1.1097593171166621e-06,-2.533216453180153e-06,,
AIDC02,20.1,-1.2850874715798394e-05,-8.284899731730198e-06,-1.373091953310986e-05,,
AIDC02,21.1,-1.2837846491629209e-05,-8.276819149305397e-06,-1.3715885620207447e-05,,
AIDC02,21.2,-1.0190337654438903e-05,-5.688396517829542e-06,-1.3554442950084846e-05,,
AIDC02,21.3,-1.257259425849616e-05,-7.76450588153059e-06,-1.446814183340464e-05,,
AIDC02,22.2,-1.0180761201020128e-05,-5.683050800526324e-06,-1.3541705051155792e-05,,
AIDC02,23.1,-1.2830542852100109e-05,-8.272218427222452e-06,-1.3707734648202058e-05,,
AIDC02,23.2,-1.019316475061626e-05,-5.6900060131740935e-06,-1.3558101945886243e-05,,
AIDC02,23.3,-1.2579323180491455e-05,-7.768699017324973e-06,-1.447586415350849e-05,,
AIDC02,24.3,-1.2590209624851384e-05,-7.775466553813096e-06,-1.4488382967826263e-05,,
AIDC02,25.1,-1.28241546485743e-05,-8.268179736073424e-06,-1.3700664179041566e-05,,
AIDC02,25.2,-1.0195897704698368e-05,-5.69161756266278e-06,-1.3561467040573168e-05,,
AIDC02,25.3,-1.2584169727024832e-05,-7.77172292981e-06,-1.4481420450720605e-05,,
AIDC02,250.1,-1.2814397092593226e-05,-8.262047815311265e-06,-1.3689721433053813e-05,,
AIDC02,250.2,-1.0200727215077607e-05,-5.6943757517392335e-06,-1.3567709686379691e-05,,
AIDC02,250.3,-1.2592188524865357e-05,-7.776734869809795e-06,-1.4490578432078287e-05,,
AIDC02,25r.1,-1.2904305185170142e-05,-8.319855571365019e-06,-1.378629294293458e-05,,
AIDC02,25r.3,-1.2584175833505013e-05,-7.771726726378254e-06,-1.448142747196408e-05,,
AIDC02,26.1,-1.2902444348073135e-05,-8.31868923862206e-06,-1.3784205099640768e-05,,
AIDC02,26.3,-1.2587449320816849e-05,-7.773767244509441e-06,-1.4485178287576998e-05,,
AIDC02,27.1,-1.2902260746466895e-05,-8.318566409938833e-06,-1.37840384745377e-05,,
AIDC02,27.3,-1.258747754513653e-05,-7.773789114824921e-06,-1.448520015966969e-05,,
AIDC02,28.1,-1.282083851246808e-05,-8.266074812723774e-06,-1.3697020959922164e-05,,
AIDC02,28.2,-1.0197543348717858e-05,-5.692616428021e-06,-1.3563410103804855e-05,,
AIDC02,28.3,-1.258582332001215e-05,-7.77275533078311e-06,-1.4483317510601451e-05,,
AIDC02,29.1,-1.2816060786631817e-05,-8.263048917475277e-06,-1.3691733993674562e-05,,
AIDC02,29.2,-1.0199910541650976e-05,-5.69402897291268e-06,-1.3566287592529839e-05,,
AIDC02,29.3,-1.258827212424394e-05,-7.774278883641009e-06,-1.4486138848288991e-05,,
AIDC02,3.3,-2.326767654235572e-06,-1.3595061421629758e-06,-2.9110164422510033e-06,,
AIDC02,30.1,-1.2814239245963047e-05,-8.261938072466852e-06,-1.3689574757675883e-05,,
AIDC02,30.2,-1.0200602292110202e-05,-5.6943217360647226e-06,-1.3567495169426396e-05,,
AIDC02,30.3,-1.259194235307968e-05,-7.776574070426993e-06,-1.4490318689768148e-05,,
AIDC02,300.1,-9.264588349149266e-06,-6.316967777285724e-06,-8.864917241138666e-06,,
AIDC02,300.2,-5.973501229823367e-06,-3.346981812804857e-06,-7.908240488608705e-06,,
AIDC02,300.3,-7.159836435983298e-06,-4.130202877240247e-06,-9.118973951102874e-06,,
AIDC02,300_open.1,-2.9638131944133865e-05,-1.884133006269365e-05,-3.246710712644903e-05,,
AIDC02,300_open.2,-2.457555286265351e-05,-1.4632028804529106e-05,-2.9934881364267083e-05,,
AIDC02,300_open.3,-2.52433590425403e-05,-1.4396329911642602e-05,-3.2642183032086764e-05,,
AIDC02,31.3,-1.259189715102901e-05,-7.776532212720426e-06,-1.4490293171977846e-05,,
AIDC02,32.3,-1.2594860576844903e-05,-7.778374414513815e-06,-1.4493701034765985e-05,,
AIDC02,33.1,-1.2901543076853835e-05,-8.318086437588988e-06,-1.3783386157042804e-05,,
AIDC02,34.3,-6.889997602419943e-06,-3.979291953428314e-06,-8.760024816094067e-06,,
AIDC02,35.1,-1.5215168493761403e-05,-9.735142150240596e-06,-1.6479675499059987e-05,,
AIDC02,35.2,-1.2504438381068507e-05,-7.209785806251156e-06,-1.5940358918760916e-05,,
AIDC02,35.3,-1.4302413916081367e-05,-8.63231148751095e-06,-1.7062419869198807e-05,,
AIDC02,36.1,-1.5208710104955144e-05,-9.731158014912296e-06,-1.647224296015022e-05,,
AIDC02,36.2,-1.251056850608288e-05,-7.213623242129777e-06,-1.594729730542413e-05,,
AIDC02,37.1,-1.5201873365504099e-05,-9.726783587873942e-06,-1.6464838227418862e-05,,
AIDC02,38.2,-1.2512723451201425e-05,-7.214900003472589e-06,-1.5949974487304845e-05,,
AIDC02,39.2,-1.2515581921976058e-05,-7.2165777405470586e-06,-1.595355798828755e-05,,
AIDC02,4.3,-2.3273681997561246e-06,-1.359856877156249e-06,-2.9117751096903522e-06,,
AIDC02,40.1,-1.6948291454690976e-05,-1.0877361444615971e-05,-1.825632100660731e-05,,
AIDC02,40.2,-1.36630163938375e-05,-7.84338004406359e-06,-1.75210979470727e-05,,
AIDC02,40.3,-1.567684602801037e-05,-9.403898349212458e-06,-1.8876558571733528e-05,,
AIDC02,41.3,-1.5680288871236406e-05,-9.405970049600114e-06,-1.8880723024164264e-05,,
AIDC02,42.1,-1.8680287735733857e-05,-1.2017749613335702e-05,-2.0035098196926824e-05,,
AIDC02,42.2,-1.481945883719825e-05,-8.474657367676727e-06,-1.9102385607497238e-05,,
AIDC02,42.3,-1.7048058262827082e-05,-1.017244336554433e-05,-2.069015171927804e-05,,
AIDC02,43.2,-1.4808359023377237e-05,-8.468309827011482e-06,-1.9088077870548406e-05,,
AIDC02,44.1,-2.0063929327384765e-05,-1.2927885318372322e-05,-2.145877016659849e-05,,
AIDC02,44.2,-1.574618135286267e-05,-8.979880359034814e-06,-2.0371544097902362e-05,,
AIDC02,44.3,-1.8142329003194253e-05,-1.0784952090070536e-05,-2.2139907446402217e-05,,
AIDC02,45.1,-2.0066558274471056e-05,-1.292957255936699e-05,-2.146165201032157e-05,,
AIDC02,450.1,-9.268281393086136e-06,-6.318783119801333e-06,-8.87045440728749e-06,,
AIDC02,450.2,-5.969893023453763e-06,-3.3446277868087593e-06,-7.904505435262812e-06,,
AIDC02,450.3,-7.149767338625034e-06,-4.1248351373995376e-06,-9.104767918952995e-06,,
AIDC02,46.1,-2.0070725917936435e-05,-1.2932251199701921e-05,-2.146617982337639e-05,,
AIDC02,47.1,-2.179061151651124e-05,-1.4062886025242214e-05,-2.3237731061358556e-05,,
AIDC02,47.2,-1.690424893323913e-05,-9.610498831765983e-06,-2.1959743145176446e-05,,
AIDC02,47.3,-1.950798406459879e-05,-1.1548252576730032e-05,-2.39525587804978e-05,,
